surf_hab,qualite_materiau,surface_sous_sol,qualite_globale,n_garage_voitures,n_toilettes,n_cheminees,n_pieces,n_cuisines,n_chambres_coucher,annee_vente,prix,type_toit,type_batiment,qualite_cuisine,surface_jardin
2358,6,907,8,2,0,1,10,1,5,2008,240000,2 pans,individuelle,moyenne,0.0
1855,6,528,7,2,1,1,7,1,3,2007,187000,4 pans,individuelle,moyenne,348.30030449981825
848,6,848,5,2,0,0,3,1,1,2007,131500,2 pans,bout de rangée,bonne,0.0
1456,8,1273,5,2,0,1,7,1,2,2006,215000,2 pans,bout de rangée,bonne,0.0
1646,7,918,5,1,0,2,7,1,4,2007,164000,2 pans,individuelle,moyenne,0.0
1445,6,1127,6,2,1,1,7,1,3,2009,158000,2 pans,individuelle,moyenne,520.7016531107552
1779,5,1763,4,2,1,1,6,1,3,2006,170000,4 pans,individuelle,moyenne,543.2504247989855
1040,5,1040,8,1,1,0,6,1,3,2010,127000,2 pans,individuelle,moyenne,344.9253706250523
1026,6,940,6,2,0,0,5,1,3,2008,147000,2 pans,individuelle,moyenne,0.0
1481,6,702,5,2,1,1,6,1,3,2009,174000,2 pans,individuelle,moyenne,448.94155563864035
1370,7,1090,5,2,0,1,6,1,3,2009,152000,2 pans,individuelle,moyenne,0.0
2654,6,1054,7,2,1,1,9,1,4,2006,250000,2 pans,individuelle,bonne,464.493181775551
1426,7,912,8,1,1,1,7,1,3,2007,189950,2 pans,individuelle,bonne,421.69230208513
1039,5,1039,4,2,1,0,6,1,3,2010,131500,4 pans,individuelle reconvertie,moyenne,250.42558850027677
1097,6,1040,5,2,0,0,6,1,3,2010,152000,4 pans,individuelle,moyenne,154.75052013300618
1148,5,1148,5,1,0,0,6,1,3,2009,132500,4 pans,individuelle,moyenne,179.58776730955216
1372,7,1372,5,2,0,0,6,1,3,2008,250580,2 pans,individuelle,bonne,0.0
1002,5,1002,6,2,0,0,5,1,3,2009,148500,2 pans,individuelle,moyenne,0.0
1646,8,1638,5,3,0,1,6,1,3,2007,248900,2 pans,individuelle,bonne,28.586539072490496
1120,4,1040,5,2,1,0,5,1,3,2007,129000,2 pans,individuelle,mediocre,434.84567899870257
2320,5,0,6,2,0,1,7,1,2,2006,169000,2 pans,individuelle,moyenne,65.85442726728304
1949,7,1050,5,2,1,1,8,1,3,2010,236000,2 pans,individuelle,bonne,603.020453876635
894,5,894,5,1,0,0,5,1,2,2009,109500,4 pans,individuelle,moyenne,0.0
1682,6,804,5,2,1,0,7,1,3,2010,200500,2 pans,individuelle,bonne,322.1702755461546
910,5,105,7,2,0,0,5,1,3,2008,116000,2 pans,individuelle,bonne,0.0
1268,5,832,7,1,0,1,6,1,3,2009,133000,2 pans,individuelle,moyenne,0.0
1131,5,676,6,1,1,0,5,1,3,2009,66500,2 pans,individuelle,moyenne,398.48730271262025
2610,8,1184,5,2,1,1,11,1,4,2007,303477,2 pans,individuelle,excellente,580.8557863517788
1040,4,1064,5,2,0,0,5,1,3,2007,132250,2 pans,individuelle,moyenne,0.0
2224,9,1462,5,3,1,1,10,1,4,2009,350000,4 pans,individuelle,excellente,424.1787951638898
1155,5,1109,7,2,0,0,6,1,3,2010,148000,2 pans,individuelle,bonne,0.0
864,5,864,8,1,0,0,6,1,3,2009,136500,2 pans,individuelle,moyenne,118.8393273448084
1090,5,1090,5,2,1,0,5,1,2,2007,157000,2 pans,individuelle,moyenne,654.0932425873623
1717,7,1156,5,2,1,1,7,1,3,2007,187500,2 pans,individuelle,bonne,348.313122707968
1593,6,808,5,2,1,1,7,1,3,2009,178000,2 pans,individuelle,moyenne,352.85605574817777
2230,4,795,5,1,0,0,10,1,5,2006,118500,2 pans,individuelle,moyenne,104.4160877069072
892,5,892,5,1,0,0,5,1,3,2009,100000,2 pans,individuelle,moyenne,68.18914896263114
1709,9,1698,5,2,0,1,5,1,2,2008,328900,2 pans,bout de rangée,bonne,184.67073257360335
1712,5,1626,5,2,0,0,8,2,4,2006,145000,2 pans,duplex,moyenne,58.392818532596394
1393,5,816,7,1,1,0,8,1,3,2008,135500,2 pans,individuelle,moyenne,365.67079092129404
2217,8,2217,6,2,0,1,8,1,4,2007,268000,plat,individuelle,bonne,59.06548306923093
1505,6,1505,4,2,0,1,6,1,2,2009,149500,4 pans,individuelle,moyenne,110.87035805829078
924,5,672,7,2,0,1,6,1,3,2007,122900,2 pans,individuelle,moyenne,82.0482181197364
1683,6,918,5,2,1,1,7,1,3,2009,172500,4 pans,individuelle,moyenne,452.5274031107298
1068,6,1059,8,1,0,0,6,1,3,2006,154500,4 pans,individuelle,moyenne,106.66746895891539
1383,5,1383,5,1,0,1,6,1,3,2008,165000,2 pans,individuelle,moyenne,116.92955904456727
1535,5,0,5,2,0,0,8,2,4,2009,118858,2 pans,duplex,moyenne,138.21589910375272
1796,6,780,5,2,1,1,8,1,4,2008,140000,4 pans,individuelle,moyenne,466.47098875896427
951,4,951,6,1,0,0,6,1,2,2006,106500,2 pans,individuelle,moyenne,0.0
2240,5,0,5,2,0,0,12,2,6,2009,142953,2 pans,duplex,moyenne,14.671368643332283
2364,9,2330,5,3,1,2,11,1,2,2010,611657,4 pans,individuelle,excellente,522.6508966508356
1236,5,912,7,1,0,1,6,1,3,2006,135000,2 pans,individuelle,moyenne,0.0
858,4,858,6,1,0,0,4,1,2,2007,110000,2 pans,individuelle,moyenne,36.867330887290116
1306,5,992,7,1,0,0,5,1,2,2009,153000,4 pans,individuelle,moyenne,0.0
1509,7,783,5,2,1,1,8,1,3,2006,180000,2 pans,individuelle,bonne,404.0744822934817
1670,7,1670,5,3,0,1,7,1,3,2006,240000,4 pans,individuelle,bonne,127.84518626072988
902,5,876,6,1,0,0,6,1,3,2007,125500,2 pans,individuelle,moyenne,19.109906801990334
1063,5,1056,5,1,0,0,6,1,3,2010,128000,2 pans,individuelle,moyenne,4.643654815614881
1636,8,1623,5,3,0,1,8,1,3,2007,255000,2 pans,individuelle,bonne,0.0
2057,7,1017,7,1,1,1,6,1,3,2006,250000,2 pans,individuelle,bonne,475.825356602722
902,5,864,5,2,0,0,5,1,2,2006,131000,2 pans,individuelle,moyenne,64.54841811410755
1484,6,742,5,2,1,1,8,1,3,2009,174000,2 pans,individuelle,bonne,618.125472330546
2274,5,1105,5,2,0,0,12,2,5,2010,154300,2 pans,duplex,moyenne,0.0
1268,5,1268,7,1,1,0,5,1,3,2009,143500,2 pans,individuelle,bonne,423.71503276639385
1015,5,768,7,1,0,0,6,1,3,2006,88000,2 pans,individuelle,moyenne,24.938368371075526
2002,5,1001,6,3,0,0,8,2,4,2007,145000,2 pans,duplex,moyenne,157.74532797634743
1224,6,612,5,2,1,0,4,1,2,2009,173733,2 pans,bout de rangée,bonne,392.27044676130475
1092,4,546,5,1,1,0,6,1,3,2007,75000,2 pans,milieu de rangée,moyenne,429.30215257703395
480,2,480,3,1,0,0,4,1,1,2006,35311,2 pans,individuelle,moyenne,60.78965097165392
1229,4,1134,6,1,0,0,6,1,3,2009,135000,2 pans,individuelle,moyenne,18.660912315635812
2127,7,1104,5,3,1,1,8,1,4,2007,238000,2 pans,individuelle,bonne,356.75663854494724
1414,6,1184,8,2,0,1,6,1,3,2008,176500,4 pans,individuelle,moyenne,19.40899928983076
1721,6,928,5,2,1,0,7,1,3,2007,201000,2 pans,individuelle,bonne,508.76317498597723
2200,5,1272,7,0,2,0,9,2,4,2008,145900,2 pans,duplex,moyenne,700.5484700588939
1316,6,1316,5,2,0,1,6,1,3,2006,169990,2 pans,individuelle,bonne,13.2969674146876
1617,6,1604,5,2,0,1,5,1,2,2008,193000,2 pans,bout de rangée,bonne,0.0
1686,6,1686,6,2,0,1,7,1,3,2006,207500,2 pans,individuelle,moyenne,119.50466289248425
1126,5,1126,6,2,0,0,6,1,3,2008,175000,2 pans,individuelle,excellente,0.0
2374,8,1181,5,3,1,1,10,1,4,2007,285000,4 pans,individuelle,excellente,345.5078152728412
1978,7,832,5,2,1,1,9,1,4,2008,176000,2 pans,individuelle,moyenne,439.32118750645213
1788,8,1753,5,2,0,1,7,1,3,2009,236500,4 pans,individuelle,excellente,156.55240292343404
2236,7,964,5,2,1,1,8,1,4,2006,222000,2 pans,individuelle,bonne,394.6249738927012
1466,8,1466,5,3,0,0,7,1,3,2009,201000,2 pans,individuelle,bonne,0.0
925,5,925,6,1,0,0,5,1,2,2009,117500,2 pans,individuelle,moyenne,188.115706944059
1905,9,1905,5,3,0,1,8,1,3,2007,320000,4 pans,individuelle,excellente,0.0
1500,7,1500,5,2,0,0,6,1,3,2009,190000,2 pans,individuelle,bonne,0.0
2069,7,585,7,2,0,1,9,1,4,2008,242000,plat,individuelle,bonne,44.00144500533324
747,4,600,5,2,0,0,5,1,1,2006,79900,2 pans,individuelle,moyenne,0.0
1200,7,1176,5,2,0,0,5,1,2,2009,184900,2 pans,individuelle,bonne,0.0
1971,7,1113,5,2,1,1,8,1,3,2009,253000,2 pans,individuelle,bonne,472.63564472993534
1962,7,1391,5,3,1,0,7,1,3,2006,239799,2 pans,individuelle,bonne,425.58007137711985
2403,7,1032,7,1,0,2,10,1,4,2010,244400,2 pans,individuelle,moyenne,0.0
1728,6,1728,5,2,0,0,8,2,4,2006,150900,2 pans,duplex,moyenne,0.0
2060,7,992,5,2,1,1,8,1,3,2009,214000,2 pans,individuelle,bonne,489.0457328280144
1440,4,1440,3,0,0,0,8,2,4,2007,150000,2 pans,duplex,moyenne,65.0201177958661
1632,5,1632,4,2,0,0,8,2,4,2007,143000,2 pans,duplex,moyenne,0.0
1344,6,819,6,2,0,1,7,1,3,2009,137500,2 pans,individuelle,bonne,184.66369960476658
1869,5,1088,6,2,0,0,7,1,2,2009,124900,4 pans,individuelle,moyenne,0.0
1144,5,1144,6,1,0,1,6,1,3,2006,143000,2 pans,individuelle,moyenne,0.0
1629,8,1616,5,3,0,1,9,1,3,2007,270000,4 pans,individuelle,bonne,0.0
1776,7,936,5,2,1,1,7,1,3,2006,192500,2 pans,individuelle,bonne,396.64139836445014
1381,6,1161,7,2,1,1,5,1,3,2010,197500,4 pans,individuelle,bonne,426.3339449322691
864,5,864,8,2,0,0,5,1,3,2007,129000,2 pans,individuelle,bonne,0.0
965,5,828,5,1,0,0,6,1,3,2006,119900,2 pans,individuelle,moyenne,35.20553965142968
768,5,768,8,1,0,0,5,1,2,2009,133900,2 pans,individuelle,moyenne,0.0
1968,5,784,4,2,1,1,7,1,4,2008,172000,2 pans,individuelle,moyenne,545.9764604073259
980,6,945,5,0,0,0,4,0,4,2006,127500,plat,duplex,moyenne,0.0
1958,6,979,6,2,0,0,8,2,4,2007,145000,2 pans,duplex,moyenne,111.72958315881276
1229,6,561,6,2,1,1,5,1,2,2009,124000,2 pans,bout de rangée,moyenne,436.0725346377704
1057,5,1057,5,2,0,0,6,1,3,2007,132000,4 pans,individuelle,moyenne,45.67532191537839
1337,7,1337,5,2,0,0,6,1,3,2007,185000,2 pans,individuelle,bonne,56.97672802322039
1416,7,696,5,2,1,0,6,1,3,2010,155000,4 pans,milieu de rangée,bonne,446.77085600173143
858,5,858,7,0,0,0,4,1,2,2010,116500,2 pans,individuelle,moyenne,64.2722759867544
2872,6,1330,7,2,1,1,11,1,4,2008,272000,2 pans,individuelle,moyenne,534.5152530132431
1548,6,804,6,2,1,1,7,1,3,2007,155000,2 pans,bout de rangée,bonne,421.05211697014704
1800,9,1800,5,2,0,0,7,1,2,2009,239000,2 pans,individuelle,excellente,70.90037575885123
1894,7,817,5,2,1,1,8,1,4,2010,214900,2 pans,individuelle,bonne,393.0264305712773
1484,6,783,5,2,1,1,8,1,3,2007,178900,2 pans,individuelle,bonne,545.4117215449473
1308,5,728,7,1,1,2,7,1,2,2009,160000,2 pans,individuelle,moyenne,334.16076979407296
1098,5,1098,7,1,0,0,6,1,3,2008,135000,4 pans,individuelle,moyenne,180.09404329108156
968,3,600,6,0,0,0,6,1,2,2009,37900,2 pans,individuelle,moyenne,0.0
1095,6,588,5,1,0,0,6,1,2,2006,140000,4 pans,individuelle reconvertie,moyenne,0.0
1192,4,720,4,0,1,0,6,1,4,2006,135000,2 pans,individuelle,moyenne,414.01044149107895
1626,7,764,5,2,0,0,6,1,2,2009,173000,2 pans,milieu de rangée,bonne,0.0
918,6,918,5,1,0,1,5,1,2,2010,99500,2 pans,bout de rangée,moyenne,84.06435489887241
1428,7,1428,5,2,0,0,6,1,3,2008,182000,2 pans,individuelle,bonne,0.0
2019,7,728,8,2,0,0,8,1,3,2009,167500,2 pans,individuelle,bonne,0.0
1382,7,673,5,2,1,0,6,1,3,2006,165000,2 pans,milieu de rangée,bonne,212.24592690544685
869,4,440,7,0,0,0,4,1,2,2006,85500,2 pans,individuelle,mediocre,0.0
1241,7,1241,5,2,1,0,4,1,1,2007,199900,2 pans,bout de rangée,bonne,159.01206733710436
894,4,894,5,2,0,0,5,1,3,2007,110000,2 pans,individuelle,moyenne,0.0
1121,5,1121,6,2,0,0,5,1,3,2009,139000,2 pans,individuelle,moyenne,76.04146561442974
999,7,944,9,2,0,0,6,1,3,2008,178400,2 pans,individuelle,excellente,78.58001586508323
2612,8,1225,5,3,1,1,8,1,4,2009,336000,4 pans,individuelle,bonne,444.34575617849646
1266,7,1266,5,2,0,1,6,1,2,2008,159895,2 pans,individuelle,bonne,0.0
2290,8,1128,5,2,1,1,9,1,4,2008,255900,2 pans,individuelle,bonne,396.828864385802
1734,5,0,5,2,0,0,8,2,4,2009,126000,2 pans,duplex,bonne,0.0
1164,5,1164,5,1,0,0,5,1,3,2008,125000,2 pans,individuelle reconvertie,moyenne,0.0
1635,6,485,8,1,0,0,5,1,2,2006,117000,4 pans,individuelle,bonne,150.33983017671505
1940,9,1930,5,3,1,1,8,1,3,2010,395192,4 pans,individuelle,excellente,489.73622905756713
2030,6,848,6,2,1,1,8,1,4,2007,195000,2 pans,individuelle,bonne,379.3035826170336
1576,7,770,5,2,1,0,6,1,3,2006,197000,2 pans,individuelle,bonne,403.888583899453
2392,8,1396,5,3,1,1,7,1,3,2006,348000,2 pans,individuelle,bonne,422.0382807947552
1742,8,916,9,2,1,1,8,1,4,2009,168000,2 pans,individuelle,bonne,197.6265131575709
1851,6,822,8,2,1,1,7,1,3,2007,187000,4 pans,individuelle,bonne,376.68226174794034
1500,6,750,5,2,1,0,6,1,3,2006,173900,2 pans,individuelle,bonne,333.0015752002201
1718,10,1700,5,3,0,1,7,1,3,2009,337500,4 pans,individuelle,excellente,0.0
1230,4,747,7,1,1,0,5,1,3,2006,121600,2 pans,individuelle,moyenne,373.0899707114045
1050,5,1050,6,1,0,0,6,1,3,2006,136500,4 pans,individuelle,moyenne,179.76865268495226
1442,6,1442,6,2,0,1,6,1,2,2009,185000,4 pans,individuelle,moyenne,64.08428612670099
1077,3,1007,4,1,0,1,6,1,3,2006,91000,4 pans,individuelle,moyenne,0.0
1208,7,1187,5,2,0,0,6,1,2,2010,206000,2 pans,individuelle,bonne,57.25827813561586
944,3,0,3,2,0,0,4,1,2,2009,82000,plat,individuelle,mediocre,139.9355436586002
691,5,691,6,1,0,0,4,1,2,2007,86000,2 pans,individuelle,excellente,92.46336829127688
1574,8,1574,5,3,0,1,7,1,3,2008,232000,2 pans,individuelle,bonne,5.963036992017413
1680,5,1680,6,2,0,0,8,2,4,2007,136905,2 pans,duplex,moyenne,0.0
1504,7,1346,5,2,0,1,7,1,1,2009,181000,2 pans,bout de rangée,bonne,69.82233136135899
985,5,985,8,1,0,0,6,1,3,2008,149900,2 pans,individuelle,moyenne,39.34853854217496
1657,6,1657,3,2,0,1,7,1,3,2007,163500,2 pans,individuelle,moyenne,89.51932200277322
1092,4,546,4,1,1,0,6,1,3,2009,88000,2 pans,bout de rangée,moyenne,465.3171801681969
1710,7,1710,5,2,0,1,7,1,3,2009,240000,4 pans,individuelle,bonne,104.95527153193352
1522,5,1008,5,0,0,0,7,1,4,2006,102000,2 pans,individuelle,moyenne,0.0
1271,5,720,5,1,0,1,7,1,4,2008,135000,2 pans,individuelle,moyenne,131.73940656343257
1664,5,0,5,0,0,0,8,2,4,2010,100000,4 pans,duplex,moyenne,19.759960469239964
1502,6,602,7,1,1,2,7,1,3,2007,165000,4 pans,individuelle,bonne,608.9260872625266
1022,5,1022,4,1,0,0,4,1,2,2009,85000,4 pans,individuelle,moyenne,0.0
1082,6,1082,5,1,0,1,5,1,2,2007,119200,2 pans,individuelle,moyenne,173.59638031652494
1665,8,810,6,2,1,0,6,1,3,2009,227000,2 pans,individuelle,bonne,421.5910783462648
1504,7,1504,5,2,0,1,6,1,3,2009,203000,4 pans,individuelle,bonne,0.0
1360,8,1220,5,2,0,1,4,1,1,2009,187500,2 pans,bout de rangée,bonne,0.0
1472,7,384,5,2,1,1,7,1,3,2007,160000,2 pans,individuelle,bonne,369.365269180568
1506,7,1362,5,2,0,1,6,1,2,2006,213490,2 pans,bout de rangée,bonne,42.41659464019164
1132,4,1132,5,2,1,0,5,1,2,2008,176000,2 pans,individuelle,bonne,453.88354880354996
1220,7,1199,5,2,0,0,6,1,2,2006,194000,2 pans,individuelle,bonne,0.0
1248,5,912,5,1,0,0,6,1,2,2007,87000,2 pans,individuelle,moyenne,0.0
1504,7,1346,5,2,0,1,7,1,2,2008,191000,2 pans,bout de rangée,bonne,214.22703586118638
2898,8,1565,6,2,0,1,10,1,2,2008,287000,4 pans,individuelle,bonne,172.75431701007113
882,5,882,5,2,0,0,5,1,3,2007,112500,2 pans,individuelle,moyenne,43.63236696740321
1264,5,1268,5,2,0,2,6,1,3,2010,167500,2 pans,individuelle,moyenne,3.800347816820029
1646,8,1638,5,3,0,1,7,1,3,2008,293077,2 pans,individuelle,bonne,12.00313267182613
1376,5,768,5,1,0,1,6,1,3,2007,105000,2 pans,individuelle,moyenne,61.35179727304166
1218,6,672,7,1,1,0,7,1,3,2006,118000,2 pans,milieu de rangée,moyenne,298.92074348015944
1928,5,686,8,0,0,0,10,2,5,2006,160000,2 pans,individuelle reconvertie,moyenne,0.0
3082,7,824,3,2,1,2,12,1,5,2009,197000,2 pans,individuelle,moyenne,234.94159261224104
2520,8,1338,7,3,1,1,10,1,5,2006,310000,2 pans,individuelle,bonne,441.12231226052785
1654,7,1654,5,3,0,0,6,1,3,2006,230000,2 pans,individuelle,bonne,64.7195939702741
954,5,920,7,1,0,1,5,1,2,2007,119750,2 pans,individuelle,mediocre,0.0
845,4,0,3,1,0,0,5,1,3,2009,84000,2 pans,individuelle,moyenne,157.39867632900328
1620,9,1620,5,3,0,1,6,1,2,2009,315500,4 pans,individuelle,excellente,0.0
2263,8,1055,5,2,1,1,7,1,3,2008,287000,2 pans,individuelle,bonne,255.162511979018
1344,4,546,6,0,1,1,6,1,3,2009,97000,2 pans,milieu de rangée,moyenne,424.2451818559972
630,4,630,4,1,0,0,3,1,1,2009,80000,2 pans,bout de rangée,moyenne,104.70983026121546
1803,5,1134,4,2,0,1,8,1,3,2006,155000,2 pans,individuelle,moyenne,168.39276914578687
1632,6,800,8,2,1,0,7,1,4,2008,173000,4 pans,individuelle,bonne,355.71157371310596
1306,6,1306,5,2,0,1,5,1,1,2009,196000,2 pans,milieu de rangée,bonne,107.86808334312956
2329,7,1475,5,2,1,1,10,1,4,2008,262280,4 pans,individuelle,bonne,397.74915304992925
2524,8,2524,5,2,1,1,9,1,4,2009,278000,4 pans,individuelle,bonne,384.537270005918
1733,3,0,5,2,0,1,8,1,4,2009,139600,4 pans,individuelle,moyenne,88.36599374866724
2868,9,1992,5,3,1,1,11,1,4,2006,556581,4 pans,individuelle,excellente,466.43228784134186
990,5,990,5,2,0,0,5,1,3,2008,145000,2 pans,individuelle,moyenne,0.0
1771,5,0,4,2,0,1,9,1,3,2009,115000,4 pans,individuelle,moyenne,147.65403497258959
930,4,0,7,1,0,0,6,1,2,2010,84900,2 pans,individuelle,bonne,138.00913541474515
1302,7,1302,5,2,0,0,6,1,3,2007,176485,2 pans,individuelle,bonne,0.0
1316,7,1316,5,2,0,1,6,1,3,2007,200141,2 pans,individuelle,bonne,39.5803533437409
1977,6,816,6,2,1,1,9,1,4,2007,165000,2 pans,individuelle,moyenne,450.80301862827395
1526,5,1216,6,1,0,1,7,1,4,2010,144500,4 pans,individuelle,moyenne,26.06737658239071
1989,8,1065,5,2,1,1,7,1,3,2006,255000,2 pans,individuelle,bonne,346.1694846154579
1523,6,1193,5,2,0,1,7,1,3,2008,180000,2 pans,individuelle,moyenne,0.0
1364,7,1364,5,2,0,1,6,1,2,2006,185850,2 pans,bout de rangée,bonne,0.0
1850,7,973,6,2,1,1,7,1,3,2009,248000,2 pans,individuelle,bonne,519.0729019259365
2184,9,1104,5,3,1,1,10,1,3,2009,335000,2 pans,individuelle,excellente,456.1600154594432
1991,6,854,7,2,1,1,7,1,3,2007,220000,2 pans,individuelle,moyenne,364.33856679138944
1338,8,1338,5,2,0,0,6,1,2,2010,213500,2 pans,bout de rangée,bonne,77.16987106483447
894,3,894,4,3,0,0,6,1,2,2008,81000,2 pans,individuelle,moyenne,0.0
2337,5,662,5,2,0,0,10,2,5,2007,90000,2 pans,individuelle reconvertie,moyenne,114.87657003721034
1103,6,1103,6,2,0,1,5,1,2,2006,110500,2 pans,individuelle,bonne,0.0
1154,5,1154,6,2,1,1,6,1,3,2009,154000,2 pans,individuelle,moyenne,365.55590585968673
2260,7,1306,5,2,1,0,7,1,3,2010,328000,2 pans,individuelle,bonne,290.03301053738556
1571,6,799,7,2,1,1,7,1,3,2009,178000,2 pans,individuelle,moyenne,272.3318524279094
1611,6,780,6,2,1,0,7,1,4,2008,167900,2 pans,individuelle,moyenne,517.682678737852
2521,6,942,4,2,1,1,10,1,5,2006,151400,2 pans,bout de rangée,moyenne,354.4298798688108
893,5,845,7,2,0,0,4,1,2,2007,135000,2 pans,individuelle,bonne,34.650388173071576
1048,5,1048,5,1,0,0,6,1,3,2007,135000,4 pans,individuelle,moyenne,0.0
1556,6,727,6,2,1,0,8,1,4,2009,154000,2 pans,individuelle,moyenne,449.50408272231215
1456,5,810,3,1,0,1,7,1,4,2006,91500,2 pans,individuelle,moyenne,7.682189106025536
1426,6,690,6,2,1,0,6,1,3,2009,159500,4 pans,individuelle,moyenne,273.50077758114304
1240,7,1240,5,3,0,0,5,1,2,2007,194000,2 pans,individuelle,bonne,99.62668194471401
1740,7,800,6,1,1,2,6,1,3,2007,219500,2 pans,individuelle,moyenne,352.0243416838688
1466,5,796,8,2,0,1,7,1,3,2006,170000,2 pans,individuelle,bonne,0.0
1096,5,1096,5,1,0,0,6,1,3,2006,138800,2 pans,individuelle,moyenne,0.0
848,6,848,5,2,0,1,3,1,1,2006,155900,2 pans,bout de rangée,bonne,150.07597906343108
990,5,990,5,1,0,0,5,1,3,2007,126000,2 pans,individuelle,moyenne,85.0221742113493
1258,6,1258,7,2,0,0,5,1,3,2008,145000,2 pans,individuelle,bonne,0.0
1040,5,1040,5,1,1,0,5,1,3,2010,133000,2 pans,individuelle,moyenne,367.0742295681571
1459,7,1459,5,2,0,1,6,1,3,2007,192000,2 pans,individuelle,bonne,0.0
1251,6,1251,6,1,0,2,6,1,3,2006,160000,4 pans,individuelle,moyenne,207.6747983560841
1498,6,691,5,2,1,1,6,1,3,2006,187500,2 pans,individuelle,moyenne,439.39354522315523
996,6,936,6,2,0,0,5,1,2,2010,147000,2 pans,individuelle,bonne,43.00416471910696
1092,4,546,5,1,1,0,6,1,3,2010,83500,2 pans,bout de rangée,moyenne,505.0283454031842
1953,8,1082,5,3,1,1,9,1,3,2009,252000,2 pans,individuelle,bonne,425.67891590265134
1709,7,970,5,2,0,0,7,1,3,2006,137500,2 pans,milieu de rangée,bonne,0.0
1247,8,1247,5,2,1,1,4,1,1,2006,197000,2 pans,bout de rangée,bonne,381.5650150915021
1040,3,0,4,2,0,0,6,2,2,2009,92900,2 pans,duplex,moyenne,0.0
1252,7,600,5,2,1,0,4,1,2,2008,160000,2 pans,milieu de rangée,bonne,397.87777634901585
1694,6,1181,5,2,0,1,7,1,4,2008,136500,2 pans,individuelle,moyenne,72.76295436369799
1200,5,864,8,2,1,0,6,1,1,2006,146000,4 pans,individuelle,bonne,406.3945885807299
936,5,936,7,1,0,0,4,1,2,2010,129000,2 pans,individuelle,moyenne,73.26400772155792
1314,6,1314,5,2,0,1,6,1,3,2007,176432,2 pans,individuelle,bonne,0.0
1355,6,684,7,0,1,0,7,1,3,2007,127000,2 pans,individuelle,bonne,409.26351903160906
1088,8,1074,5,2,1,0,5,1,2,2007,170000,2 pans,bout de rangée,bonne,201.57993154678925
1324,4,672,6,1,0,0,6,1,3,2009,128000,2 pans,individuelle,moyenne,91.63276747024814
1601,7,1271,5,2,0,1,7,1,3,2009,157000,2 pans,individuelle,moyenne,34.64884758979927
438,2,290,5,1,0,0,3,1,1,2009,60000,2 pans,individuelle,mediocre,99.80101098596522
950,5,950,5,1,0,0,5,1,3,2007,119500,2 pans,individuelle,moyenne,0.0
1134,5,1010,7,1,0,0,6,1,2,2007,135000,2 pans,individuelle,moyenne,208.83747047807276
1194,6,655,6,2,0,1,6,1,3,2006,159500,4 pans,individuelle,moyenne,0.0
1302,5,630,5,2,1,0,6,1,3,2007,106000,2 pans,bout de rangée,moyenne,512.2182816737517
2622,8,1463,5,2,1,2,9,1,3,2010,325000,2 pans,individuelle,bonne,298.00940728744683
1442,7,910,5,2,0,1,6,1,3,2007,179900,4 pans,individuelle,bonne,61.27739050625697
2021,7,868,5,2,1,1,9,1,3,2006,274725,2 pans,individuelle,bonne,295.85844368263434
1690,6,924,5,2,1,1,7,1,3,2007,181000,2 pans,individuelle,moyenne,339.0231039304195
1836,8,1836,5,3,0,1,7,1,3,2009,280000,2 pans,individuelle,bonne,191.40313538667863
1658,6,773,5,2,1,1,8,1,3,2008,188000,2 pans,individuelle,moyenne,382.53175992366533
1964,7,803,6,2,1,1,8,1,4,2008,205000,4 pans,individuelle,moyenne,423.3432873179723
816,5,816,7,1,0,0,5,1,2,2006,129900,2 pans,individuelle,moyenne,87.00677306887542
1008,5,1008,7,1,0,0,6,1,2,2007,134500,2 pans,individuelle,bonne,49.56818879726047
833,5,833,7,1,0,0,4,1,2,2006,117000,2 pans,individuelle,bonne,15.041890514357641
1734,8,1734,5,3,0,1,7,1,3,2007,318000,4 pans,individuelle,excellente,36.49610024662254
1419,8,408,5,2,1,1,7,1,3,2009,184100,4 pans,individuelle,bonne,642.1415585238275
894,5,894,7,2,0,0,5,1,3,2008,130000,2 pans,individuelle,bonne,0.0
1601,5,533,6,1,0,0,6,1,3,2008,140000,2 pans,individuelle,moyenne,20.10990467149675
1040,5,1040,5,1,0,0,6,1,3,2006,133700,2 pans,individuelle,moyenne,105.0654396007612
1012,6,1012,5,1,0,1,6,1,2,2007,118400,2 pans,individuelle,moyenne,110.55259329579839
1552,7,1552,5,3,0,0,7,1,3,2006,212900,2 pans,individuelle,bonne,118.70303055603802
960,4,672,3,1,0,0,5,1,3,2009,112000,2 pans,individuelle,moyenne,63.87302220291846
698,5,698,9,0,0,0,4,1,2,2009,118000,4 pans,individuelle,moyenne,0.0
1482,7,384,5,2,1,1,7,1,3,2007,163900,2 pans,individuelle,bonne,564.7431532301097
1005,4,1005,5,2,0,1,5,1,2,2009,115000,2 pans,individuelle,mediocre,0.0
1555,7,1373,5,3,0,1,7,1,2,2009,174000,4 pans,bout de rangée,bonne,30.263546523903322
1530,7,1530,5,3,0,1,7,1,3,2007,259000,4 pans,individuelle,bonne,0.0
1959,7,847,5,2,1,1,8,1,4,2007,215000,2 pans,individuelle,bonne,394.9861653407008
936,5,936,5,2,0,0,4,1,2,2007,140000,2 pans,duplex,moyenne,32.87624103034804
1981,4,1122,3,2,0,2,7,1,4,2009,135000,2 pans,individuelle,bonne,32.13572154502731
